source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD022690_OrbitrapLUMOS_20200720_01	Saccharomyces cerevisiae	whole cell lysate	not available	33	PXD022690_OrbitrapLUMOS_20200720_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200720_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200403_08	Saccharomyces cerevisiae	whole cell lysate	not available	34	PXD022690_OrbitrapLUMOS_20200403_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200403_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200720_03	Saccharomyces cerevisiae	whole cell lysate	not available	35	PXD022690_OrbitrapLUMOS_20200720_03_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200720_03.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200216_04	Saccharomyces cerevisiae	whole cell lysate	not available	36	PXD022690_OrbitrapLUMOS_20200216_04_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200216_04.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200528_17	Saccharomyces cerevisiae	whole cell lysate	not available	37	PXD022690_OrbitrapLUMOS_20200528_17_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200528_17.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200217_08	Saccharomyces cerevisiae	whole cell lysate	not available	38	PXD022690_OrbitrapLUMOS_20200217_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200217_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20191223_06	Saccharomyces cerevisiae	whole cell lysate	not available	39	PXD022690_OrbitrapLUMOS_20191223_06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20191223_06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200215_01	Saccharomyces cerevisiae	whole cell lysate	not available	40	PXD022690_OrbitrapLUMOS_20200215_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200215_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200528_08	Saccharomyces cerevisiae	whole cell lysate	not available	41	PXD022690_OrbitrapLUMOS_20200528_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200528_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200404_08	Saccharomyces cerevisiae	whole cell lysate	not available	42	PXD022690_OrbitrapLUMOS_20200404_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200404_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD022690_OrbitrapLUMOS_20200528_15	Saccharomyces cerevisiae	whole cell lysate	not available	43	PXD022690_OrbitrapLUMOS_20200528_15_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Protein N-terminal acetylation;AC=null;TA=N-terminus;MT=Variable	NT=N-terminal conversion of glutamine to pyroglutamic acid;AC=null;TA=Q;MT=Variable	NT=SDASO-L alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-L sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-L thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-M sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-M thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=SDASO-S sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=SDASO-S thiol moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO alkene on uncleaved lysines;AC=null;TA=K;MT=Variable	NT=DSSO sulfenic acid moiety;AC=null;TA=any amino acid;MT=Variable	NT=DSSO thiol moiety;AC=null;TA=any amino acid;MT=Variable	not available	not available	NT=[{'NT': 'SDASO-L', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-L;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-M', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-M;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'SDASO-S', 'AC': None, 'CL': 'yes', 'TA': 'K,nterm', 'structured': 'NT=SDASO-S;AC=null;CL=yes;TA=K,nterm'}, {'NT': 'DSSO', 'AC': 'XLMOD:02126', 'CL': 'yes', 'TA': 'K,S,T,Y', 'structured': 'NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y'}]	size-exclusion chromatography (SEC)	20 mM	1:50 (SDASO-L/M/S to protein)	1 h	25 °C	OrbitrapLUMOS_20200528_15.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
