source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD011071_PARTRAPP_cerevisiae_H2_1	Saccharomyces cerevisiae	not available	not available	52	PXD011071_PARTRAPP_cerevisiae_H2_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	PARTRAPP_cerevisiae_H2_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S5_5	Saccharomyces cerevisiae	not available	not available	53	PXD011071_TRAPP_cerevisiae_1360_S5_5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S5_5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_B_2	Saccharomyces cerevisiae	not available	not available	54	PXD011071_Sorbic_cerevisiae_PARTRAPP_B_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_B_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_B3	Saccharomyces cerevisiae	not available	not available	55	PXD011071_Sorbic_cerevisiae_total_proteome_B3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_B3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_B1	Saccharomyces cerevisiae	not available	not available	56	PXD011071_Sorbic_cerevisiae_total_proteome_B1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_B1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_A_1	Escherichia coli	not available	not available	57	PXD011071_TRAPP_Escherichia_1360_A_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_A_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S1_8	Saccharomyces cerevisiae	not available	not available	58	PXD011071_TRAPP_cerevisiae_1360_S1_8_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S1_8.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_B_2	Escherichia coli	not available	not available	59	PXD011071_TRAPP_Escherichia_1360_B_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_B_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_800_3A1	Escherichia coli	not available	not available	60	PXD011071_TRAPP_Escherichia_800_3A1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_800_3A1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_A_2	Saccharomyces cerevisiae	not available	not available	61	PXD011071_Sorbic_cerevisiae_PARTRAPP_A_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_A_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_C_2	Saccharomyces cerevisiae	not available	not available	62	PXD011071_Sorbic_cerevisiae_PARTRAPP_C_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_C_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_B_3	Saccharomyces cerevisiae	not available	not available	63	PXD011071_Sorbic_cerevisiae_PARTRAPP_B_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_B_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_A_4	Escherichia coli	not available	not available	64	PXD011071_TRAPP_Escherichia_1360_A_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_A_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_800_1A1	Escherichia coli	not available	not available	65	PXD011071_TRAPP_Escherichia_800_1A1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_800_1A1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S2_3	Saccharomyces cerevisiae	not available	not available	66	PXD011071_TRAPP_cerevisiae_1360_S2_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S2_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S6_3	Saccharomyces cerevisiae	not available	not available	67	PXD011071_TRAPP_cerevisiae_1360_S6_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S6_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_C_3	Escherichia coli	not available	not available	68	PXD011071_TRAPP_Escherichia_1360_C_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_C_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_iTRAPP_No_Lambda_extra_repeat	Saccharomyces cerevisiae	not available	not available	69	PXD011071_iTRAPP_No_Lambda_extra_repeat_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	iTRAPP_No_Lambda_extra_repeat.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S1_7	Saccharomyces cerevisiae	not available	not available	70	PXD011071_TRAPP_cerevisiae_1360_S1_7_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S1_7.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_Escherichia_1360_A_2	Escherichia coli	not available	not available	71	PXD011071_TRAPP_Escherichia_1360_A_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_Escherichia_1360_A_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_PARTRAPP_C_3	Saccharomyces cerevisiae	not available	not available	72	PXD011071_Sorbic_cerevisiae_PARTRAPP_C_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_PARTRAPP_C_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_Sorbic_cerevisiae_total_proteome_C1	Saccharomyces cerevisiae	not available	not available	73	PXD011071_Sorbic_cerevisiae_total_proteome_C1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	Sorbic_cerevisiae_total_proteome_C1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_800_S7_1	Saccharomyces cerevisiae	not available	not available	74	PXD011071_TRAPP_cerevisiae_800_S7_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_800_S7_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_400_S12_1	Saccharomyces cerevisiae	not available	not available	75	PXD011071_TRAPP_cerevisiae_400_S12_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_400_S12_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_PARTRAPP_cerevisiae_H1_4	Saccharomyces cerevisiae	not available	not available	76	PXD011071_PARTRAPP_cerevisiae_H1_4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	PARTRAPP_cerevisiae_H1_4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD011071_TRAPP_cerevisiae_1360_S2_1	Saccharomyces cerevisiae	not available	not available	77	PXD011071_TRAPP_cerevisiae_1360_S2_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=SILAC;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=S;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=T;MT=Variable	NT=Phosphorylation;AC=UNIMOD:21;TA=Y;MT=Variable	NT=N-terminal acetylation;AC=UNIMOD:1;TA=;MT=Variable	not available	not available	not available	TiO2 enrichment (titanium dioxide) of RNA-crosslinked phosphopeptides (iTRAPP)	0.5 mM	not available	3 h (4-thiouracil labelling prior to UVA crosslinking)	30 °C	TRAPP_cerevisiae_1360_S2_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
