accession	pubmed_id	pmc_id	raw_file_count	organism	taxids	experiment_types	pub_license	Reannotated	Reannotation_QC	spectral_file_types
PXD022861	34418567.0	PMC8452774	2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW;SCAN;WIFF
PXD021115	34487489.0	PMC8510580	108	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD023277	33655243.0	PMC7924263	40	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	RAW
PXD025391	34389466.0	PMC8459920	247	Human immunodeficiency virus; Homo sapiens (human)	12721; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD026433	34499065.0		61	Chlamydomonas reinhardtii	3055	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD027917			55	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD017344			40	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics		False	False	RAW
PXD020340	33475084.0	PMC7880690	12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD024010			29	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZXML;RAW
PXD028879	34769086.0	PMC8583833	57	Saccharomyces cerevisiae (baker's yeast)	4932	Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD027267	34769086.0	PMC8583833	130	Saccharomyces cerevisiae (baker's yeast)	4932	Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD027998			9	Caenorhabditis elegans	6239	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD027891			32	Gallus gallus (chicken); Oryctolagus cuniculus (rabbit); Bos taurus (bovine)	9031; 9986; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD027213	34929720.0		24	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD026017	34795302.0	PMC8602292	8	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD021831			240	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD029091	34836941.0	PMC8626422	12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD028002	0.0		104	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD021375			6	Rattus rattus (black rat)	10117	Top-down proteomics; Gel-based experiment		False	False	MGF;RAW
PXD025662	34854379.0	PMC8668186	16	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD030495			0	Rattus norvegicus (rat)	10116	Shotgun proteomics		False	False	XLSX
PXD029034	34927332.0	PMC9303249	99	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD027161			0	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	7Z
PXD027188			67	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD011078			24	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD030543	35145304.0	PMC8837555	8	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD018040	34380038.0	PMC8447243	2	Homo sapiens (human)	9606	Top-down proteomics	CC BY-NC-ND	False	False	RAW
PXD020817	32898583.0	PMC7572642	32	Gallus gallus (chicken)	9031	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD023221	34469738.0	PMC8424649	0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	ZIP
PXD023239	34597346.0	PMC8513853	63	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD025980	34774526.0	PMC8580555	18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment	CC BY	False	False	RAW
PXD028005	34688652.0	PMC8591511	8	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD026508	34742736.0	PMC8637146	4	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	RAW
PXD023542	0.0		27	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD030578			33	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD027159			5	Streptococcus pyogenes abc020006030	1438992	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	7Z;RAW
PXD028313	34880419.0	PMC8654980	12	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD027189	35101980.0	PMC8833184	6	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD027413			6	Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human)	4932; 9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD013032	28899088.0		10	Mus musculus (mouse)	10090	Gel-based experiment		False	False	MGF;RAW
PXD031033	0.0		6	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD005287			18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD009474			29	Trichomonas vaginalis	5722	Shotgun proteomics		False	False	RAW
PXD006541	31932738.0	PMC7007875	5	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD002392			0	Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human)	4932; 9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML
PXD030063	35217606.0	PMC8892280	21	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD028150	0.0		27	Homo sapiens (human)	9606	Top-down proteomics		False	False	RAW
PXD027234	34375526.0		0	Escherichia coli; Homo sapiens (human); Bos taurus (bovine)	562; 9606; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAR;ZIP
PXD030429			39	Marchantia polymorpha	3197	Shotgun proteomics		False	False	RAW
PXD029960	35320721.0	PMC8939003	12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD031114			112	Escherichia coli; Homo sapiens (human); Bacteria	562; 9606; 2	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD031054			102	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD025179	0.0		8	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD027488			41	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD033167	0.0		30	Homo sapiens (human); Sus scrofa domesticus (domestic pig)	9606; 9825	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD033409			16	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD031845	35443134.0	PMC9901301	4	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD033764			74	Homo sapiens (human)	9606	Shotgun proteomics		False	False	MZML;RAW
PXD032952			24	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD024120	34534264.0	PMC9014755	3	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC	False	False	RAW
PXD031827	35387990.0	PMC8986801	4	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD029252	35803948.0	PMC9270371	84	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD031159	35252115.0	PMC8894327	33	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;MZML;RAW
PXD002929	27114452.0	PMC4937518	276	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	RAW
PXD027149	35211260.0	PMC8790779	18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD030072			42	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD029365			0	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF
PXD033175			2	Drosophila melanogaster (fruit fly)	7227	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD025099	34151562.0		30	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD031381	35581222.0	PMC9114321	74	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD032297	35645376.0	PMC9149908	31	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD025122			9	Staphylococcus aureus	1280	Shotgun proteomics		False	False	RAW
PXD023817	34535262.0		105	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD032821	35613060.0	PMC9178559	1	Drosophila melanogaster (fruit fly); Escherichia coli; Mus musculus (mouse)	7227; 562; 10090	Shotgun proteomics	CC BY	False	False	RAW
PXD028433	0.0		3	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD031411			9	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD030209	35676411.0	PMC9177699	0	Escherichia coli	562	Shotgun proteomics	CC BY	False	False	MGF
PXD034163	35779611.0		22	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD024399			60	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD034115			5	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD031644	0.0		20	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD033067	0.0		142	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Gel-based experiment		False	False	RAW
PXD035622			24	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	RAW
PXD027757			101	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD035001			6	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD027953	35609787.0	PMC9234706	47	Saccharomyces cerevisiae (baker's yeast)	4932	SRM/MRM; Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment	CC BY-NC-ND	False	False	RAW
PXD033466	35685794.0	PMC9132088	27	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	MGF;RAW
PXD033107	35707458.0	PMC9191277	0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	ZIP
PXD021126	0.0		15	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD027905	35041463.0	PMC9082328	8	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD035265			10	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD025357	36114198.0	PMC9481589	6	Trypanosoma brucei	5691	Shotgun proteomics	CC BY	False	False	RAW
PXD031421			12	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD029675	35216657.0	PMC8995372	5	Salmonella typhimurium (strain lt2 / sgsc1412 / atcc 700720)	99287	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD032906			4	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD030274	0.0		23	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD036262			13	Homo sapiens (human)	9606	Gel-based experiment		False	False	MGF;RAW
PXD030048			36	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD029833			87	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD031519	36040251.0		22	Methanocaldococcus jannaschii dsm 2661	243232	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD034627	0.0		12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD028415	0.0		12	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD034639	0.0		12	Caenorhabditis elegans	6239	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD029781			4	Rattus norvegicus (rat)	10116	Shotgun proteomics		False	False	RAW;ZIP
PXD031096	0.0		4	Pseudomonas aeruginosa pa14	652611	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZXML;RAW
PXD037183			11	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD014661	36136309.0	PMC9506174	24	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	RAW
PXD034393	35963430.0	PMC9467883	2	Drosophila melanogaster (fruit fly)	7227	Gel-based experiment	CC BY	False	False	MGF;RAW
PXD022608	36044572.0	PMC9432838	20	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD023577	34017973.0	PMC8355073	18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD034529	36048166.0	PMC9490787	7	Sus scrofa domesticus (domestic pig)	9825	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD031214	35948542.0	PMC9365803	2	Escherichia coli; Homo sapiens (human)	562; 9606	Gel-based experiment	CC BY	False	False	RAW
PXD032728	36180036.0	PMC9630795	19	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD033026	35819414.0	PMC9391317	0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	APL;ZIP
PXD033043	35819414.0	PMC9391317	0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	APL;ZIP
PXD033044	35819414.0	PMC9391317	0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	APL;ZIP
PXD033062	35819414.0	PMC9391317	0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	APL;ZIP
PXD033063	35819414.0	PMC9391317	0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	APL;ZIP
PXD033066	35819414.0	PMC9391317	0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	APL;ZIP
PXD030970	36375840.0	PMC9684302	9	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	MGF;RAW
PXD020636			48	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD034217	36272986.0	PMC9588061	8	Sordaria macrospora	5147	Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD030864	36239373.0	PMC9629834	32	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD035151			8	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD029591	35918900.0	PMC9346492	48	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD028980	0.0		9	Homo sapiens (human); Pan troglodytes (chimpanzee)	9606; 9598	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD036463	36336075.0	PMC9731863	0	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	ZIP
PXD030532	0.0		180	Homo sapiens (human)	9606	SWATH MS; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD033446			19	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD030590	0.0		24	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD031215	0.0		28	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD033846	36520888.0		48	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD037432	36524443.0		12	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	RAW
PXD029257			78	Hepatitis c virus subtype 1a; Cicer arietinum (chickpea) (garbanzo); Nicotiana tabacum (common tobacco); Heliocidaris erythrogramma (sea urchin); Merluccius bilinearis (silver hake); Cercopithecus aethiops (green monkey) (grivet); Bos taurus (bovine); Dictyostelium discoideum (slime mold); Brassica oleracea var. botrytis (cauliflower); Apis mellifera (honeybee); Halobacterium salinarum; Gallus gallus (chicken); Macaca mulatta (rhesus macaque); Helicobacter pylori j99 (campylobacter pylori j99); Arabidopsis thaliana (mouse-ear cress); Bombyx mori (silk moth); Equus caballus (horse); Caenorhabditis elegans; Mus musculus (mouse); Arachis hypogaea (peanut); Hordeum vulgare (barley); Enterococcus faecalis (streptococcus faecalis); Drosophila melanogaster (fruit fly); Gadus morhua (atlantic cod); Ictalurus punctatus (channel catfish); Danio rerio (zebrafish) (brachydanio rerio); Candida albicans (yeast); Escherichia coli; Mesocricetus auratus (golden hamster); Brassica napus (rape); Homo sapiens (human); Acyrthosiphon pisum (pea aphid)	31646; 3827; 4097; 7634; 79698; 9534; 9913; 44689; 3715; 7460; 2242; 9031; 9544; 85963; 3702; 7091; 9796; 6239; 10090; 3818; 4513; 1351; 7227; 8049; 7998; 7955; 5476; 562; 10036; 3708; 9606; 7029	Shotgun proteomics		False	False	RAW
PXD037701			19	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD037492	36629399.0	PMC10234491	6	Saccharomyces cerevisiae (baker's yeast); Bos taurus (bovine)	4932; 9913	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD039467			22	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD030619			136	Rattus norvegicus (rat)	10116	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD030299			22	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD034054			2	Drosophila melanogaster (fruit fly)	7227	Shotgun proteomics		False	False	MGF;RAW
PXD029944	0.0		15	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD027394	0.0		60	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD039780	36893262.0	PMC10089177	2	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD036182	0.0		15	Drosophila melanogaster (fruit fly)	7227	Shotgun proteomics		False	False	MZXML;RAW
PXD034475	0.0		4	Nitrososphaera viennensis en76	926571	Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment		False	False	RAW
PXD036113	36356940.0	PMC9764255	12	Synechocystis sp. pcc 6803	1148	Shotgun proteomics	CC BY	False	False	RAW
PXD037703	36232890.0	PMC9569955	2	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	MGF;RAW
PXD035712	0.0		24	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	RAW
PXD033960	36868209.0		1	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD029505	36868209.0		54	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD033959	36868209.0		27	Homo sapiens (human)	9606	Gel-based experiment		False	False	RAW
PXD034241	0.0		18	Arabidopsis thaliana (mouse-ear cress)	3702	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD038629	36773692.0	PMC9911985	12	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD029350	35107270.0	PMC8969885	39	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD035153	36583366.0	PMC9881175	8	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC	False	False	RAW
PXD036744			63	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD026037	34882395.0	PMC9014865	2	Equus caballus (horse); Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human); Bos taurus (bovine)	9796; 4932; 9606; 9913	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	MZXML;RAW
PXD025796	34882395.0	PMC9014865	10	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD026603	34793198.0	PMC8926151	12	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	MZID;RAW
PXD027239	36873846.0	PMC9977449	24	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	RAW
PXD033004	35792701.0	PMC9804898	8	Homo sapiens (human)	9606	Shotgun proteomics	CC BY-NC-ND	False	False	RAW
PXD035916	36564444.0	PMC9789103	0	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;ZIP
PXD036630	36320915.0	PMC9580500	36	Homo sapiens (human)	9606	Shotgun proteomics	CC BY-NC	False	False	RAW
PXD031997	36745811.0	PMC9962925	2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD033391	36288299.0	PMC9604534	26	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC	False	False	RAW
PXD033633	36473839.0	PMC9726900	4	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD036675	36232890.0	PMC9569955	4	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	MGF;RAW
PXD035764	36866041.0	PMC9971881	50	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD037729	36351913.0	PMC9646879	4	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD031345	36854377.0	PMC9974300	132	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD037438			12	Severe acute respiratory syndrome coronavirus 2	2697049	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD037652	36926872.0	PMC10061366	43	Escherichia coli	562	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD038327			8	Homo sapiens (human)	9606	Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD040392	36966145.0	PMC10039879	4	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD038640	37011209.0	PMC10104587	8	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MZXML;RAW
PXD031339	0.0		6	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD039694	0.0		8	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD027349	0.0		28	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD031197			0	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	SCAN;WIFF
PXD035844	37071682.0	PMC10151615	401	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD038234	37096733.0	PMC10234109	22	Gallus gallus (chicken)	9031	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD034796	0.0		499	Glycine max	3847	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD031601	37048128.0	PMC10093351	18	Drosophila melanogaster (fruit fly)	7227	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD017085	36660928.0	PMC10015162	22	Arabidopsis thaliana (mouse-ear cress)	3702	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;MZML;RAW
PXD025581	37108203.0	PMC10138931	15	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD037493	37031211.0	PMC10082790	2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD041011	37123219.0	PMC10139975	18	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MGF;RAW
PXD040562	37015912.0	PMC10073301	47	Rattus norvegicus (rat)	10116	Shotgun proteomics	CC BY	False	False	RAW
PXD042301			31	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD033181	37407816.0	PMC10338342	5	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD030849	35716664.0	PMC9444911	0	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	ZIP
PXD040984	0.0		17	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD039606	0.0		58	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD038658			22	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD035433			106	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
