source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD065905_L1_20250511_CJX_DSBSO_C8_test_new_made_2	Homo sapiens	not available	not available	mitochondria	not available	59	PXD065905_L1_20250511_CJX_DSBSO_C8_test_new_made_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250511_CJX_DSBSO_C8_test_new_made_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20241226_CJX_DSBSO_test_37C_90min_1	Homo sapiens	not available	not available	mitochondria	not available	60	PXD065905_Ex2_20241226_CJX_DSBSO_test_37C_90min_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20241226_CJX_DSBSO_test_37C_90min_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20241225_CJX_DSBSO_test_37C_30min_1	Homo sapiens	not available	not available	mitochondria	not available	61	PXD065905_Ex2_20241225_CJX_DSBSO_test_37C_30min_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20241225_CJX_DSBSO_test_37C_30min_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A10	Bacillus subtilis	not available	not available	mitochondria	not available	62	PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A10_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A10.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20240815_JPL_DS21_NCE12	Homo sapiens	not available	not available	mitochondria	not available	63	PXD065905_L1_20240815_JPL_DS21_NCE12_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20240815_JPL_DS21_NCE12.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20220304_CW_DSBSO_FAIMS50	Bacillus subtilis	not available	not available	mitochondria	not available	64	PXD065905_L1_20220304_CW_DSBSO_FAIMS50_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20220304_CW_DSBSO_FAIMS50.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A9	Bacillus subtilis	not available	not available	mitochondria	not available	65	PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A9_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A9.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20220304_CW_DSBSO_FAIMS65	Bacillus subtilis	not available	not available	mitochondria	not available	66	PXD065905_L1_20220304_CW_DSBSO_FAIMS65_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20220304_CW_DSBSO_FAIMS65.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20240815_JPL_DS21_NCE21	Homo sapiens	not available	not available	mitochondria	not available	67	PXD065905_L1_20240815_JPL_DS21_NCE21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20240815_JPL_DS21_NCE21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B2	Bacillus subtilis	not available	not available	mitochondria	not available	68	PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20220304_CW_DSBSO_FAIMS40	Bacillus subtilis	not available	not available	mitochondria	not available	69	PXD065905_L1_20220304_CW_DSBSO_FAIMS40_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20220304_CW_DSBSO_FAIMS40.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20220304_CW_DSBSO_FAIMS55	Bacillus subtilis	not available	not available	mitochondria	not available	70	PXD065905_L1_20220304_CW_DSBSO_FAIMS55_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20220304_CW_DSBSO_FAIMS55.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20241225_CJX_DSBSO_test_RT_120min_1	Homo sapiens	not available	not available	mitochondria	not available	71	PXD065905_Ex2_20241225_CJX_DSBSO_test_RT_120min_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20241225_CJX_DSBSO_test_RT_120min_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F4	Bacillus subtilis	not available	not available	mitochondria	not available	1	PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A8	Bacillus subtilis	not available	not available	mitochondria	not available	72	PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A8_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A8.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250511_CJX_DSBSO_C8_test_PC_SCX_1	Homo sapiens	not available	not available	mitochondria	not available	73	PXD065905_L1_20250511_CJX_DSBSO_C8_test_PC_SCX_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250511_CJX_DSBSO_C8_test_PC_SCX_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20220304_CW_DSBSO_FAIMS60	Bacillus subtilis	not available	not available	mitochondria	not available	74	PXD065905_L1_20220304_CW_DSBSO_FAIMS60_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20220304_CW_DSBSO_FAIMS60.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F3	Bacillus subtilis	not available	not available	mitochondria	not available	1	PXD065905_L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20241018_CJX_DSBSO_test_PC_1	Homo sapiens	not available	not available	mitochondria	not available	75	PXD065905_Ex2_20241018_CJX_DSBSO_test_PC_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20241018_CJX_DSBSO_test_PC_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20241225_CJX_DSBSO_test_37C_30min_2	Homo sapiens	not available	not available	mitochondria	not available	76	PXD065905_Ex2_20241225_CJX_DSBSO_test_37C_30min_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20241225_CJX_DSBSO_test_37C_30min_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_C8_ctrl	Homo sapiens	not available	not available	mitochondria	not available	77	PXD065905_Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_C8_ctrl_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_C8_ctrl.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_L1_20240815_JPL_DS21_NCE18313233_F	Homo sapiens	not available	not available	mitochondria	not available	78	PXD065905_L1_20240815_JPL_DS21_NCE18313233_F_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	L1_20240815_JPL_DS21_NCE18313233_F.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD065905_Ex2_20240911_JPL_DS23_8_BS_DSBSO_intraday_T25_T	Homo sapiens	not available	not available	mitochondria	not available	79	PXD065905_Ex2_20240911_JPL_DS23_8_BS_DSBSO_intraday_T25_T_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=No cleavage;AC=MS:1001955	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=Azide-A-DSBSO;AC=XLMOD:02222	affinity enrichment using DBCO agarose beads (click chemistry enrichment)	not available	not available	3 hours	37 °C	Ex2_20240911_JPL_DS23_8_BS_DSBSO_intraday_T25_T.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
