source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD006131_B160803_11_Lumos_LK_IN_190_PC_BS3_BSC_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	48	PXD006131_B160803_11_Lumos_LK_IN_190_PC_BS3_BSC_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_11_Lumos_LK_IN_190_PC_BS3_BSC_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160803_10_Lumos_LK_IN_190_PC_BS3_CID_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	49	PXD006131_B160803_10_Lumos_LK_IN_190_PC_BS3_CID_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_10_Lumos_LK_IN_190_PC_BS3_CID_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160627_19_Lumos_LK_IN_190_Myo-BS3_ETD_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	50	PXD006131_B160627_19_Lumos_LK_IN_190_Myo-BS3_ETD_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160627_19_Lumos_LK_IN_190_Myo-BS3_ETD_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_02_Lumos_IN_LK_HSA-BS3_HCD30_Rep1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	51	PXD006131_B160326_02_Lumos_IN_LK_HSA-BS3_HCD30_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_02_Lumos_IN_LK_HSA-BS3_HCD30_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160527_09_Lumos_LK_IN_190_CK-BS3_IncAll_S3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	52	PXD006131_B160527_09_Lumos_LK_IN_190_CK-BS3_IncAll_S3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160527_09_Lumos_LK_IN_190_CK-BS3_IncAll_S3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160812_04_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_1	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	53	PXD006131_B160812_04_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160812_04_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160812_10_Lumos_LK_IN_190_Francis_Rib_Fra_CID_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	54	PXD006131_B160812_10_Lumos_LK_IN_190_Francis_Rib_Fra_CID_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160812_10_Lumos_LK_IN_190_Francis_Rib_Fra_CID_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160627_12_Lumos_LK_IN_190_Myo-BS3_ETciD_Rep2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	55	PXD006131_B160627_12_Lumos_LK_IN_190_Myo-BS3_ETciD_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160627_12_Lumos_LK_IN_190_Myo-BS3_ETciD_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_07_Lumos_LK_IN_190_CK-BS3_ETciD_Rep1	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	56	PXD006131_B160523_07_Lumos_LK_IN_190_CK-BS3_ETciD_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_07_Lumos_LK_IN_190_CK-BS3_ETciD_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160812_14_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	57	PXD006131_B160812_14_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160812_14_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160803_02_Lumos_LK_IN_190_PC_BS3_HCD_DT_1	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	58	PXD006131_B160803_02_Lumos_LK_IN_190_PC_BS3_HCD_DT_1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_02_Lumos_LK_IN_190_PC_BS3_HCD_DT_1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160627_17_Lumos_LK_IN_190_Myo-BS3_CID_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	59	PXD006131_B160627_17_Lumos_LK_IN_190_Myo-BS3_CID_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160627_17_Lumos_LK_IN_190_Myo-BS3_CID_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160803_09_Lumos_LK_IN_190_PC_BS3_ETciD_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	60	PXD006131_B160803_09_Lumos_LK_IN_190_PC_BS3_ETciD_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160803_09_Lumos_LK_IN_190_PC_BS3_ETciD_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_17_Lumos_LK_IN_190_CK-BS3_ETciD_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	61	PXD006131_B160523_17_Lumos_LK_IN_190_CK-BS3_ETciD_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_17_Lumos_LK_IN_190_CK-BS3_ETciD_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160812_09_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	62	PXD006131_B160812_09_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160812_09_Lumos_LK_IN_190_Francis_Rib_Fra_ETciD_DT_2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160627_15_Lumos_LK_IN_190_Myo-BS3_HCD_Rep2	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	63	PXD006131_B160627_15_Lumos_LK_IN_190_Myo-BS3_HCD_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160627_15_Lumos_LK_IN_190_Myo-BS3_HCD_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_13_Lumos_IN_LK_HSA-BS3_ETcid_Rep3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	64	PXD006131_B160326_13_Lumos_IN_LK_HSA-BS3_ETcid_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_13_Lumos_IN_LK_HSA-BS3_ETcid_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160523_16_Lumos_LK_IN_190_CK-BS3_CID_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	65	PXD006131_B160523_16_Lumos_LK_IN_190_CK-BS3_CID_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160523_16_Lumos_LK_IN_190_CK-BS3_CID_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160627_20_Lumos_LK_IN_190_Myo-BS3_EThcD_Rep3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	66	PXD006131_B160627_20_Lumos_LK_IN_190_Myo-BS3_EThcD_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160627_20_Lumos_LK_IN_190_Myo-BS3_EThcD_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_04_Lumos_IN_LK_HSA-BS3_HCD30_Rep3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	67	PXD006131_B160326_04_Lumos_IN_LK_HSA-BS3_HCD30_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_04_Lumos_IN_LK_HSA-BS3_HCD30_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_15_Lumos_IN_LK_HSA-BS3_EThcd_Rep2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	68	PXD006131_B160326_15_Lumos_IN_LK_HSA-BS3_EThcd_Rep2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_15_Lumos_IN_LK_HSA-BS3_EThcd_Rep2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160812_12_Lumos_LK_IN_190_Francis_Rib_Fra_HCD_DT_3	Homo sapiens	not available	not available	not available	not available	not available	not available	ribosomal cellular fraction	not available	69	PXD006131_B160812_12_Lumos_LK_IN_190_Francis_Rib_Fra_HCD_DT_3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160812_12_Lumos_LK_IN_190_Francis_Rib_Fra_HCD_DT_3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_10_Lumos_IN_LK_HSA-BS3_ETD_Rep3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	70	PXD006131_B160326_10_Lumos_IN_LK_HSA-BS3_ETD_Rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_10_Lumos_IN_LK_HSA-BS3_ETD_Rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD006131_B160326_11_Lumos_IN_LK_HSA-BS3_ETcid_Rep1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mycoplasma pneumoniae	NT=Bos taurus;AC=NCBITaxon:9913	NT=Gallus gallus	NT=Equus caballus	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=Oryctolagus cuniculus	ribosomal cellular fraction	not available	71	PXD006131_B160326_11_Lumos_IN_LK_HSA-BS3_ETcid_Rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-term;MT=Variable	NT=BS3-loop;AC=null;TA=K,S,T,Y,N-term;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	not available	not available	1:1 (w/w)	2 h	ice	B160326_11_Lumos_IN_LK_HSA-BS3_ETcid_Rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
