source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD011036_7PMix_0.5x_DIA12_iRT_ecoli_002	Escherichia coli	serum albumin	not available	34	PXD011036_7PMix_0.5x_DIA12_iRT_ecoli_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.5x_DIA12_iRT_ecoli_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Cata_F4_DDA_iRT_002	Bos taurus	serum albumin	not available	7	PXD011036_7PMix_BS3_Cata_F4_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Cata_F4_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Ceratin_F1F2_DDA_iRT_001	Equus caballus (horse)	serum albumin	not available	35	PXD011036_7PMix_BS3_Ceratin_F1F2_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F1F2_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.3x_DDA_001	Homo sapiens	serum albumin	not available	36	PXD011036_HSA_BS3_0.3x_DDA_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.3x_DDA_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Myo_F3_DDA_iRT_001	Equus caballus	serum albumin	not available	9	PXD011036_7PMix_BS3_Myo_F3_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Myo_F3_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_iRT_library_004	Homo sapiens	serum albumin	not available	37	PXD011036_7PMix_pooled_DDA_iRT_library_004_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_iRT_library_004.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_0.5x_DDA_001	Homo sapiens	serum albumin	not available	38	PXD011036_HSA_BS3_0.5x_DDA_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_0.5x_DDA_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_HSA_F5_DDA_iRT_001	Homo sapiens	serum albumin	not available	3	PXD011036_7PMix_BS3_HSA_F5_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	5	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_HSA_F5_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_HSA_F4_DDA_iRT_001	Homo sapiens	serum albumin	not available	8	PXD011036_7PMix_BS3_HSA_F4_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_HSA_F4_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_library_005	Homo sapiens	serum albumin	not available	39	PXD011036_7PMix_pooled_DDA_library_005_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_library_005.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_1x_DDA_001	Homo sapiens	serum albumin	not available	40	PXD011036_HSA_BS3_1x_DDA_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_1x_DDA_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_1x_DIA12_iRT_002	Homo sapiens	serum albumin	not available	41	PXD011036_7PMix_1x_DIA12_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_1x_DIA12_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.1x_DIA12_iRT_ecoli_003	Escherichia coli	serum albumin	not available	42	PXD011036_7PMix_0.1x_DIA12_iRT_ecoli_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.1x_DIA12_iRT_ecoli_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Conal_F4_DDA_iRT_002	Gallus gallus	serum albumin	not available	9	PXD011036_7PMix_BS3_Conal_F4_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Conal_F4_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_e.coli_DDA_iRT_library_002	Escherichia coli	serum albumin	not available	43	PXD011036_7PMix_BS3_e.coli_DDA_iRT_library_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_e.coli_DDA_iRT_library_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.1x_DIA12_iRT_002	Homo sapiens	serum albumin	not available	44	PXD011036_7PMix_0.1x_DIA12_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.1x_DIA12_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Ceratin_F4_DDA_iRT_001	Equus caballus (horse)	serum albumin	not available	10	PXD011036_7PMix_BS3_Ceratin_F4_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	4	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Ceratin_F4_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Conal_F3_DDA_iRT_002	Gallus gallus	serum albumin	not available	10	PXD011036_7PMix_BS3_Conal_F3_DDA_iRT_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	3	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Conal_F3_DDA_iRT_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_Creatine81_DDA_iRT_001	Oryctolagus cuniculus	serum albumin	not available	45	PXD011036_7PMix_BS3_Creatine81_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_Creatine81_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_Ecoli_DDA_Library-05	Escherichia coli	serum albumin	not available	46	PXD011036_Ecoli_DDA_Library-05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	Ecoli_DDA_Library-05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_pooled_DDA_iRT_library_006	Homo sapiens	serum albumin	not available	47	PXD011036_7PMix_pooled_DDA_iRT_library_006_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_pooled_DDA_iRT_library_006.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.7x_DIA12_iRT_ecoli_002	Escherichia coli	serum albumin	not available	48	PXD011036_7PMix_0.7x_DIA12_iRT_ecoli_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.7x_DIA12_iRT_ecoli_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_Ecoli_DDA_Library-02	Escherichia coli	serum albumin	not available	49	PXD011036_Ecoli_DDA_Library-02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	Ecoli_DDA_Library-02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.9x_DIA12_iRT_ecoli_002	Escherichia coli	serum albumin	not available	50	PXD011036_7PMix_0.9x_DIA12_iRT_ecoli_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.9x_DIA12_iRT_ecoli_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_0.5x_DIA12_iRT_001	Homo sapiens	serum albumin	not available	51	PXD011036_7PMix_0.5x_DIA12_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_0.5x_DIA12_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_HSA_BS3_1x_DDA_002	Homo sapiens	serum albumin	not available	52	PXD011036_HSA_BS3_1x_DDA_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	HSA_BS3_1x_DDA_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD011036_7PMix_BS3_HSA_F6_DDA_iRT_001	Homo sapiens	serum albumin	not available	5	PXD011036_7PMix_BS3_HSA_F6_DDA_iRT_001_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	6	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=BS3-OH;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-NH2;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	NT=BS3-d0;AC=null;TA=K,S,T,Y,N-terminus;MT=Variable	not available	not available	NT=BS3;AC=XLMOD:02000	strong cation exchange chromatography (SCX) using SCX-StageTips	1 μg/μl protein concentration	1:4	not available	ice	7PMix_BS3_HSA_F6_DDA_iRT_001.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
