source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_15	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	54	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_15_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_15.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_05	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	55	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_05_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_05.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_12	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	56	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_12_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_12.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_09	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	57	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_09_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_09.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_20	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	58	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_20_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_20.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_11	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	59	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_11_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_11.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_07	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	60	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_36	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	61	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_36_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_36.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_35	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	62	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_35_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_35.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_27	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	63	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_27_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_27.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_27	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	64	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_27_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_27.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_28	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	65	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_16	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	66	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_16_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_16.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_01	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	67	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_01_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_01.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_24	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	68	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_24_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_24.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_18	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	69	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_18_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_18.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_18	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	70	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_18_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_18.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_29	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	71	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_29_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_29.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_15	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	72	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_15_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_15.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_21	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	73	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_21_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_21.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_30	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	74	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_26	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	75	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_26_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_26.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_06	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	76	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_06_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_06.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_23	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	77	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_23_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_23.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_28	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	78	PXD003643_Belsom_Rappsilber_CASP11_Target1_Tx781_28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target1_Tx781_28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_17	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	79	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_17_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_17.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_08	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	80	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
